model3_coeff,value_model3_coeff
teammates_behind,0.05554899160403591
teammates_beyond,-0.021442024124510226
opponents_beyond,-0.41322988086791906
opponents_behind,-0.3198150928341471
opponents_between,0.048018710676673175
